transaction_id,bank,amount,status,failure_reason,device,Date,Timestamp,Hour
TXN100028,Yes Bank,1266.39,Failed,Bank Server Down,Unknown,15/02/26,19:16:56,19
TXN100029,ICICI,3051.73,Success,,Unknown,07/01/26,07:33:56,7
TXN100030,Yes Bank,249.83,Failed,,Web,28/03/26,09:33:56,9
TXN100031,ICICI,3810.48,Success,,Unknown,01/03/26,04:34:56,4
TXN100032,Kotak,3165.21,Success,,iOS,02/02/26,01:39:56,1
TXN100033,SBI,1610.69,Success,,Unknown,20/01/26,12:21:56,12
TXN100034,Unknown,92.77,Success,,Unknown,09/01/26,17:59:56,17
TXN100035,Kotak,3457.78,Success,,iOS,20/01/26,20:25:56,20
TXN100036,ICICI,576.23,Success,,Android,09/01/26,11:35:56,11
TXN100037,Axis,4087.94,Success,,iOS,16/01/26,07:52:56,7
TXN100038,HDFC,4487.11,Success,,Unknown,02/03/26,03:02:56,3
TXN100039,HDFC,4486.58,Success,,Android,21/02/26,13:47:56,13
TXN100040,HDFC,429.86,Success,,iOS,30/12/99,00:00:00,0
TXN100041,HDFC,516.34,Success,,Android,17/02/26,03:54:56,3
TXN100042,ICICI,3263.29,Success,,Android,27/01/26,16:07:56,16
TXN100044,PNB,2845.86,Success,,Android,25/02/26,14:05:56,14
TXN100045,Unknown,4865.32,Success,,Web,02/04/26,03:45:56,3
TXN100046,Unknown,2518.16,Success,,Web,12/02/26,09:27:56,9
TXN100047,HDFC,1411.05,Success,,Web,20/02/26,12:18:56,12
TXN100048,PNB,4770.1,Failed,,Unknown,10/02/26,07:16:56,7
TXN100050,Yes Bank,1931.64,Success,,Android,04/02/26,11:32:56,11
TXN100051,Kotak,4681.41,Success,,Unknown,26/03/26,20:52:56,20
TXN100053,Kotak,3488.11,Success,,Android,16/01/26,09:36:56,9
TXN100054,ICICI,4052.47,Success,,iOS,30/03/26,19:07:56,19
TXN100055,Yes Bank,3253.32,Success,,Unknown,23/01/26,16:33:56,16
TXN100056,Kotak,1696.6,Failed,,Web,28/01/26,20:35:56,20
TXN100057,Unknown,2333.33,Success,,Unknown,27/02/26,09:16:56,9
TXN100058,Yes Bank,196.37,Success,,iOS,22/03/26,23:37:56,23
TXN100059,Axis,3852.27,Success,,Unknown,30/03/26,19:58:56,19
TXN100060,Axis,2707.77,Success,,Android,25/01/26,02:44:56,2
TXN100061,Kotak,2586.34,Failed,Timeout,Unknown,02/02/26,20:35:56,20
TXN100063,HDFC,2050.68,Success,,Android,17/01/26,19:52:56,19
TXN100064,Yes Bank,147.17,Success,,Unknown,30/01/26,09:40:56,9
TXN100065,ICICI,2776.23,Success,,Android,28/03/26,03:45:56,3
TXN100066,Kotak,3791.65,Success,,Unknown,01/03/26,21:55:56,21
TXN100067,Kotak,4278.75,Success,,Android,11/02/26,09:10:56,9
TXN100068,Unknown,2372.62,Success,,iOS,01/03/26,08:25:56,8
TXN100069,SBI,3179.12,Success,,Unknown,19/03/26,12:23:56,12
TXN100070,HDFC,4283.88,Success,,Unknown,11/03/26,10:18:56,10
TXN100071,Axis,142.29,Success,,iOS,22/03/26,08:56:56,8
TXN100073,Unknown,4806.34,Success,,iOS,30/12/99,00:00:00,0
TXN100074,Unknown,100.93,Success,,Web,12/01/26,04:08:56,4
TXN100075,SBI,4225.93,Success,,Web,23/01/26,17:55:56,17
TXN100076,SBI,3148.42,Success,,Unknown,14/03/26,21:20:56,21
TXN100078,Axis,2068.96,Failed,,Unknown,08/03/26,20:53:56,20
TXN100079,SBI,2150.68,Failed,Insufficient Balance,Android,25/03/26,00:35:56,0
TXN100080,Kotak,4513.74,Success,,Web,01/03/26,04:22:56,4
TXN100081,Kotak,1952.12,Failed,Incorrect PIN,Unknown,28/01/26,06:39:56,6
TXN100082,Unknown,4750.81,Success,,Unknown,12/02/26,22:16:56,22
TXN100083,Unknown,1650.04,Success,,iOS,31/01/26,14:57:56,14
TXN100084,Yes Bank,3950.19,Success,,Unknown,26/01/26,03:34:56,3
TXN100085,SBI,2213.24,Success,,iOS,21/01/26,18:20:56,18
TXN100086,Kotak,3809.94,Success,,iOS,06/01/26,06:48:56,6
TXN100087,HDFC,373.09,Success,,Unknown,09/01/26,04:45:56,4
TXN100089,SBI,4930.15,failed,Insufficient Balance,iOS,01/03/26,22:47:56,22
TXN100090,PNB,2796.44,Success,,iOS,21/01/26,14:00:56,14
TXN100091,PNB,66.65,Success,,Unknown,19/02/26,12:43:56,12
TXN100092,Unknown,295.85,Success,,Web,12/01/26,09:31:56,9
TXN100093,Axis,119.56,Success,,iOS,11/01/26,16:03:56,16
TXN100094,Axis,4849.7,Success,,Android,09/01/26,05:29:56,5
TXN100095,ICICI,378.24,Failed,Insufficient Balance,Android,04/03/26,15:01:56,15
TXN100096,SBI,3481.79,Success,,Android,14/02/26,04:07:56,4
TXN100098,ICICI,3104.46,Success,,Android,10/03/26,16:33:56,16
TXN100099,ICICI,487.45,Success,,Web,31/03/26,17:17:56,17
TXN100100,Unknown,2685.12,Success,,Android,08/01/26,03:15:56,3
TXN100101,SBI,4114.46,Success,,Android,07/01/26,08:31:56,8
TXN100102,Axis,2097.03,Success,,iOS,15/03/26,18:25:56,18
TXN100103,Unknown,1888.55,Success,,Unknown,07/01/26,04:59:56,4
TXN100106,SBI,4983.22,Success,,Web,19/02/26,13:55:56,13
TXN100107,Axis,4249.74,Failed,Bank Server Down,iOS,29/01/26,02:43:56,2
TXN100108,ICICI,3034.81,Failed,,Web,26/01/26,18:25:56,18
TXN100109,PNB,3361.15,Success,,Web,13/01/26,09:23:56,9
TXN100111,Yes Bank,678.74,Success,,Unknown,26/02/26,13:15:56,13
TXN100112,Unknown,1072.69,Success,,Unknown,19/02/26,17:36:56,17
TXN100113,Axis,1967.3,Success,,Android,21/01/26,03:30:56,3
TXN100115,Unknown,743.9,Failed,,Web,06/02/26,10:23:56,10
TXN100116,ICICI,4900.36,Success,,Unknown,04/03/26,06:13:56,6
TXN100117,Axis,388.56,Success,,Android,31/01/26,10:57:56,10
TXN100119,Unknown,3341.11,Success,,Unknown,16/02/26,23:11:56,23
TXN100120,Unknown,1400.17,Success,,iOS,10/02/26,13:26:56,13
TXN100121,HDFC,1039.61,Success,,Android,27/01/26,08:28:56,8
TXN100123,PNB,1391.62,Failed,Incorrect PIN,Unknown,22/03/26,03:27:56,3
TXN100124,HDFC,1054.65,Success,,iOS,13/02/26,15:07:56,15
TXN100125,Axis,2318.05,Success,,Unknown,25/02/26,08:22:56,8
TXN100126,Unknown,4477.08,Success,,Web,22/02/26,17:37:56,17
TXN100127,SBI,2667.76,Success,,Unknown,27/01/26,18:23:56,18
TXN100128,Axis,1617.18,Success,,Unknown,22/02/26,23:28:56,23
TXN100129,Kotak,2972.03,Failed,Insufficient Balance,Unknown,21/01/26,06:35:56,6
TXN100130,ICICI,2690.16,Success,,Unknown,13/03/26,11:06:56,11
TXN100131,SBI,1426.04,Success,,Android,02/02/26,03:18:56,3
TXN100132,PNB,4932.71,Success,,Android,04/04/26,21:49:56,21
TXN100133,Kotak,1237.33,Success,,Web,14/01/26,15:36:56,15
TXN100134,ICICI,4484.86,Success,,iOS,23/02/26,20:12:56,20
TXN100137,Unknown,2862.35,Success,,iOS,26/03/26,19:43:56,19
TXN100138,Axis,2132.93,Success,,Unknown,07/03/26,13:25:56,13
TXN100139,Unknown,1450.27,Success,,Unknown,23/03/26,01:33:56,1
TXN100140,Yes Bank,268.6,Success,,Unknown,06/03/26,15:06:56,15
TXN100141,Kotak,1618.55,failed,,Unknown,08/01/26,06:47:56,6
TXN100142,Yes Bank,2982.24,Success,,Unknown,06/02/26,16:42:56,16
TXN100143,Unknown,4825.48,Failed,,Web,06/02/26,13:51:56,13
TXN100144,Kotak,914.35,Failed,Incorrect PIN,Unknown,08/03/26,02:58:56,2
TXN100145,SBI,707.46,Success,,iOS,03/04/26,08:24:56,8
TXN100146,Kotak,4074.73,Success,,Unknown,24/01/26,01:38:56,1
TXN100147,ICICI,1968.3,Success,,Android,22/03/26,05:16:56,5
TXN100148,Kotak,1513.88,Success,,Unknown,28/01/26,20:33:56,20
TXN100149,Unknown,1925.62,Failed,Timeout,Unknown,25/02/26,01:04:56,1
TXN100150,ICICI,4699.76,Success,,Android,20/01/26,18:13:56,18
TXN100151,Axis,2671.97,Success,,Unknown,31/03/26,03:56:56,3
TXN100152,Axis,1565.49,Success,,Web,23/03/26,23:37:56,23
TXN100154,ICICI,646.17,Success,,Web,30/12/99,00:00:00,0
TXN100155,ICICI,1153.96,Success,,Web,14/03/26,11:06:56,11
TXN100156,Axis,2718.19,Success,,iOS,04/02/26,04:56:56,4
TXN100158,Unknown,2935.29,Success,,Web,26/03/26,09:06:56,9
TXN100160,Axis,771.17,Success,,Unknown,25/03/26,20:24:56,20
TXN100161,Unknown,4672.49,Success,,iOS,14/01/26,01:15:56,1
TXN100163,Kotak,2960.46,Success,,iOS,18/03/26,14:09:56,14
TXN100164,Unknown,33.11,Success,,Android,11/02/26,03:20:56,3
TXN100165,ICICI,1738.27,Failed,Bank Server Down,Unknown,29/03/26,16:58:56,16
TXN100166,Axis,2267.67,success,,Web,28/01/26,22:44:56,22
TXN100167,Unknown,4575.08,Success,,Unknown,20/03/26,17:37:56,17
TXN100168,Unknown,3321.05,Success,,Unknown,20/02/26,21:38:56,21
TXN100169,Unknown,435.89,Success,,Web,25/02/26,17:27:56,17
TXN100170,SBI,3752.3,Success,,Android,13/02/26,21:53:56,21
TXN100171,HDFC,192.38,Success,,Web,30/12/99,00:00:00,0
TXN100172,Axis,2271.91,Success,,Unknown,06/02/26,23:13:56,23
TXN100174,Unknown,1361.02,Success,,Android,27/02/26,11:42:56,11
TXN100175,Kotak,3582.7,Success,,Web,11/02/26,15:22:56,15
TXN100176,Yes Bank,108.36,Success,,iOS,19/02/26,02:56:56,2
TXN100177,SBI,3267.2,Success,,Android,23/01/26,05:54:56,5
TXN100178,Unknown,4279.93,Success,,Unknown,05/02/26,12:56:56,12
TXN100179,PNB,1472.81,Success,,Unknown,30/01/26,01:00:56,1
TXN100180,Kotak,142.4,Success,,Web,05/02/26,21:34:56,21
TXN100182,Axis,1347.64,Success,,Web,18/02/26,12:23:56,12
TXN100183,Unknown,1479.38,Success,,Web,07/01/26,10:23:56,10
TXN100184,Unknown,2442.28,Success,,Web,05/02/26,03:20:56,3
TXN100185,Kotak,1350.7,Success,,Unknown,06/01/26,00:32:56,0
TXN100186,ICICI,4176.3,Success,,Unknown,17/03/26,09:53:56,9
TXN100187,Unknown,101.77,Success,,Android,20/01/26,09:05:56,9
TXN100188,Axis,2775.35,success,,iOS,15/02/26,17:14:56,17
TXN100189,HDFC,693.06,Success,,Unknown,15/03/26,23:51:56,23
TXN100190,HDFC,3328.53,Success,,Unknown,04/04/26,05:41:56,5
TXN100191,Unknown,244.36,Success,,Web,19/01/26,23:06:56,23
TXN100192,Unknown,3019.73,Success,,Web,10/03/26,01:35:56,1
TXN100193,Unknown,3598.04,Success,,Android,02/04/26,16:58:56,16
TXN100194,HDFC,4684.78,Success,,Unknown,18/01/26,11:45:56,11
TXN100195,Axis,2979.44,Success,,Web,16/01/26,15:12:56,15
TXN100196,Axis,541.93,Success,,Unknown,12/03/26,21:10:56,21
TXN100198,ICICI,3476.54,Success,,Unknown,15/01/26,06:18:56,6
TXN100199,PNB,4587.39,Success,,Web,03/02/26,03:05:56,3
TXN100201,Yes Bank,3464.46,Success,,iOS,30/12/99,00:00:00,0
TXN100202,Yes Bank,4720.86,Success,,Web,02/02/26,22:52:56,22
TXN100203,Kotak,911.07,Failed,Bank Server Down,Web,29/03/26,06:06:56,6
TXN100206,ICICI,2985.39,Success,,iOS,29/01/26,02:13:56,2
TXN100207,Unknown,1705.98,Success,,Unknown,01/03/26,07:10:56,7
TXN100209,Kotak,1172.47,Success,,Unknown,03/03/26,10:41:56,10
TXN100210,Axis,401.4,Success,,iOS,16/01/26,09:46:56,9
TXN100211,HDFC,3838.27,Success,,Unknown,25/02/26,16:04:56,16
TXN100212,PNB,4920.58,Success,,Unknown,14/01/26,21:37:56,21
TXN100213,PNB,1201.5,Success,,Unknown,16/03/26,03:32:56,3
TXN100214,Kotak,18.76,Success,,Android,27/01/26,05:49:56,5
TXN100217,Unknown,3070.92,Success,,iOS,09/03/26,00:50:56,0
TXN100218,Kotak,3251.74,Failed,,iOS,02/03/26,07:06:56,7
TXN100219,Kotak,1110.23,Success,,Unknown,14/03/26,21:37:56,21
TXN100220,Yes Bank,464.6,Success,,Unknown,25/01/26,13:10:56,13
TXN100221,Yes Bank,1987.25,Success,,iOS,03/02/26,01:43:56,1
TXN100222,Unknown,1129.96,Success,,Unknown,12/03/26,17:59:56,17
TXN100223,HDFC,466.52,Success,,Unknown,15/03/26,15:03:56,15
TXN100224,PNB,4778.7,Failed,,Web,08/02/26,14:15:56,14
TXN100225,PNB,444.06,Success,,Web,21/01/26,19:31:56,19
TXN100226,PNB,2484.42,Success,,Android,27/01/26,15:23:56,15
TXN100227,Yes Bank,4257.52,Success,,Unknown,06/01/26,10:19:56,10
TXN100228,PNB,1745.57,Success,,iOS,02/03/26,00:18:56,0
TXN100230,PNB,4186.7,Success,,Unknown,18/02/26,05:36:56,5
TXN100231,Unknown,801.44,Success,,iOS,04/03/26,16:07:56,16
TXN100232,Kotak,653.06,Success,,Web,05/04/26,02:47:56,2
TXN100233,PNB,4162.35,Success,,Unknown,22/03/26,17:10:56,17
TXN100234,ICICI,4906.12,Success,,iOS,11/01/26,17:22:56,17
TXN100235,Kotak,3901.43,Success,,iOS,15/01/26,13:54:56,13
TXN100236,ICICI,1715.94,Failed,,Android,06/03/26,18:29:56,18
TXN100237,Unknown,348.51,Failed,Timeout,Unknown,26/02/26,02:13:56,2
TXN100238,SBI,2915.03,Success,,Unknown,20/01/26,00:46:56,0
TXN100239,Kotak,4867.71,Success,,Unknown,15/01/26,02:43:56,2
TXN100240,Unknown,132.69,Success,,Unknown,24/02/26,01:03:56,1
TXN100241,Axis,144.08,Success,,Unknown,30/12/99,00:00:00,0
TXN100242,PNB,2262.42,Success,,Unknown,29/01/26,07:14:56,7
TXN100243,Unknown,421.08,Success,,iOS,28/02/26,05:05:56,5
TXN100244,PNB,763.78,Failed,Insufficient Balance,Web,01/02/26,21:45:56,21
TXN100245,Yes Bank,1994,Success,,iOS,01/03/26,11:22:56,11
TXN100246,SBI,1157.47,Failed,Insufficient Balance,Unknown,15/03/26,07:04:56,7
TXN100247,Unknown,4323.15,success,,Unknown,08/02/26,04:28:56,4
TXN100248,Unknown,3856.9,Success,,Unknown,15/01/26,04:56:56,4
TXN100249,Unknown,664.91,Success,,Android,13/03/26,16:18:56,16
TXN100250,Unknown,2412.8,Success,,Android,21/02/26,15:54:56,15
TXN100251,ICICI,1010.62,Success,,Web,27/01/26,02:53:56,2
TXN100252,ICICI,3989.82,Success,,Unknown,12/03/26,22:47:56,22
TXN100253,Unknown,1968.54,Success,,Web,31/03/26,16:03:56,16
TXN100254,Kotak,4302.01,Success,,Unknown,15/02/26,11:38:56,11
TXN100255,HDFC,1217.8,Success,,Unknown,03/04/26,22:49:56,22
TXN100256,Unknown,3515.3,Success,,Web,26/02/26,02:43:56,2
TXN100257,Kotak,448.45,Success,,iOS,18/02/26,08:04:56,8
TXN100259,ICICI,531.79,Success,,Android,10/02/26,17:36:56,17
TXN100260,Unknown,269.34,Success,,Unknown,27/01/26,04:44:56,4
TXN100262,PNB,4475.14,Success,,Web,26/03/26,00:47:56,0
TXN100263,ICICI,2636.75,Success,,Unknown,21/03/26,09:02:56,9
TXN100264,PNB,117.41,Success,,Android,27/01/26,23:25:56,23
TXN100265,Unknown,918.77,Success,,iOS,31/03/26,04:45:56,4
TXN100266,HDFC,498.2,Success,,Web,14/02/26,18:46:56,18
TXN100267,Unknown,1005.72,Success,,Android,31/01/26,09:34:56,9
TXN100268,PNB,4342.68,Success,,Android,20/01/26,16:18:56,16
TXN100269,SBI,1736.22,Success,,Android,01/02/26,12:34:56,12
TXN100270,Unknown,2897.59,Success,,iOS,06/02/26,16:59:56,16
TXN100271,SBI,4504.5,Success,,Unknown,19/03/26,23:43:56,23
TXN100272,ICICI,3118.6,Failed,Incorrect PIN,Unknown,29/03/26,13:58:56,13
TXN100273,Unknown,3581.97,Success,,Android,12/02/26,05:32:56,5
TXN100274,Unknown,913.07,Failed,Timeout,Web,31/03/26,21:58:56,21
TXN100275,Unknown,2232.07,Success,,iOS,05/03/26,15:00:56,15
TXN100276,Unknown,1961.5,Success,,iOS,09/03/26,21:42:56,21
TXN100277,Unknown,3869.63,Success,,iOS,26/01/26,12:43:56,12
TXN100279,PNB,1251.08,Success,,Unknown,04/02/26,19:44:56,19
TXN100280,Unknown,846.42,Success,,Unknown,06/03/26,12:48:56,12
TXN100282,Axis,568.48,Success,,Unknown,09/01/26,11:15:56,11
TXN100284,Axis,82.69,Success,,Android,14/03/26,07:08:56,7
TXN100286,Unknown,2582.82,Success,,iOS,10/03/26,20:40:56,20
TXN100287,Unknown,1546.57,Success,,iOS,28/01/26,07:23:56,7
TXN100289,HDFC,3466.2,Success,,Unknown,14/02/26,10:22:56,10
TXN100290,ICICI,3093.06,Success,,Web,24/01/26,18:01:56,18
TXN100291,Unknown,3450.74,Failed,,Web,31/01/26,10:41:56,10
TXN100292,ICICI,332.34,Success,,Unknown,09/01/26,21:41:56,21
TXN100293,ICICI,2040.47,Success,,iOS,08/01/26,14:31:56,14
TXN100294,ICICI,3694.86,Success,,Android,14/02/26,03:44:56,3
TXN100295,HDFC,4041.15,Success,,Unknown,21/03/26,00:57:56,0
TXN100296,Unknown,609.84,Success,,iOS,19/03/26,15:44:56,15
TXN100297,Yes Bank,1986.9,Success,,Web,24/03/26,07:43:56,7
TXN100298,HDFC,1872.53,Success,,Unknown,05/01/26,20:38:56,20
TXN100300,Unknown,2401.12,Success,,Web,27/02/26,10:08:56,10
TXN100301,Yes Bank,2672.68,Success,,iOS,17/01/26,05:13:56,5
TXN100302,PNB,3593.43,Success,,Android,17/03/26,02:18:56,2
TXN100304,Unknown,4672.84,Success,,Unknown,19/02/26,12:56:56,12
TXN100305,HDFC,1431.52,Success,,Unknown,25/03/26,05:43:56,5
TXN100306,Unknown,3055.57,Success,,Unknown,23/03/26,21:44:56,21
TXN100307,PNB,913.94,Success,,Unknown,02/02/26,05:49:56,5
TXN100308,HDFC,135.72,Success,,iOS,14/02/26,09:11:56,9
TXN100309,SBI,4031.9,Success,,Web,13/01/26,14:48:56,14
TXN100310,Unknown,3012.04,Failed,Network Error,Unknown,15/03/26,09:06:56,9
TXN100313,HDFC,3341.07,Success,,Unknown,02/03/26,11:03:56,11
TXN100314,Unknown,848.39,Success,,Android,31/01/26,23:27:56,23
TXN100315,HDFC,127.96,Success,,Web,26/02/26,00:48:56,0
TXN100316,Yes Bank,253.42,Success,,iOS,21/03/26,22:16:56,22
TXN100317,Kotak,2027.55,Success,,iOS,09/02/26,17:50:56,17
TXN100318,Unknown,650.69,Success,,Android,08/02/26,15:15:56,15
TXN100320,HDFC,1623.62,Success,,Web,15/03/26,03:46:56,3
TXN100321,ICICI,347.39,Success,,Web,26/03/26,23:24:56,23
TXN100322,SBI,3257.88,Failed,Bank Server Down,Unknown,26/03/26,05:03:56,5
TXN100323,Yes Bank,3312.58,Success,,Unknown,28/03/26,01:34:56,1
TXN100324,Axis,310.11,Success,,Unknown,19/01/26,18:07:56,18
TXN100325,Axis,1012.66,Success,,iOS,01/03/26,16:01:56,16
TXN100328,Unknown,4211.75,Success,,iOS,16/03/26,21:23:56,21
TXN100329,Unknown,4132.08,Success,,Web,13/03/26,16:17:56,16
TXN100330,Axis,1522.61,success,,Unknown,29/03/26,09:53:56,9
TXN100331,ICICI,2773.47,failed,,iOS,05/02/26,22:48:56,22
TXN100332,Kotak,253.51,Success,,Unknown,02/02/26,02:02:56,2
TXN100334,Unknown,4341.6,Success,,Unknown,11/03/26,09:31:56,9
TXN100335,PNB,413.79,Success,,Unknown,05/04/26,01:48:56,1
TXN100336,HDFC,4878.29,Success,,Web,19/02/26,12:41:56,12
TXN100337,PNB,2440.44,Success,,Android,13/01/26,19:28:56,19
TXN100338,Kotak,2517.8,Success,,Unknown,21/03/26,09:50:56,9
TXN100339,Axis,138.8,Success,,iOS,08/03/26,14:44:56,14
TXN100340,Kotak,2168.16,Failed,Network Error,iOS,03/03/26,14:23:56,14
TXN100341,Yes Bank,3207.72,Success,,Unknown,06/03/26,19:16:56,19
TXN100342,Kotak,316.13,Success,,Web,08/03/26,18:29:56,18
TXN100343,Kotak,298.32,Failed,Network Error,iOS,08/03/26,02:30:56,2
TXN100344,HDFC,615.71,Success,,Unknown,04/03/26,09:15:56,9
TXN100345,Unknown,2552.02,Success,,Unknown,21/03/26,06:48:56,6
TXN100346,Kotak,3123.24,Success,,iOS,31/01/26,03:31:56,3
TXN100347,SBI,2254.43,Failed,Timeout,Unknown,07/02/26,07:39:56,7
TXN100348,Unknown,3670.74,Success,,Web,28/02/26,20:36:56,20
TXN100349,Axis,105.77,Success,,iOS,30/12/99,00:00:00,0
TXN100350,Unknown,128.19,Success,,Web,26/03/26,09:04:56,9
TXN100351,PNB,4798.29,Success,,Unknown,31/03/26,19:13:56,19
TXN100352,Unknown,4223.34,Success,,Android,30/12/99,00:00:00,0
TXN100353,Unknown,3689.41,Success,,Unknown,13/01/26,10:33:56,10
TXN100354,Kotak,4461.5,Success,,Unknown,25/02/26,05:26:56,5
TXN100356,ICICI,4509.79,Success,,Unknown,14/01/26,01:27:56,1
TXN100357,Yes Bank,3186.98,Failed,,Unknown,07/03/26,14:08:56,14
TXN100358,Yes Bank,3689.79,Success,,Web,28/03/26,14:30:56,14
TXN100359,SBI,3584.45,Success,,Web,06/03/26,19:56:56,19
TXN100360,Axis,3690.17,Failed,,Unknown,10/02/26,01:59:56,1
TXN100361,HDFC,3310.24,success,,iOS,24/02/26,20:48:56,20
TXN100362,Axis,3824.22,Success,,Unknown,25/01/26,03:18:56,3
TXN100363,HDFC,1484.27,Failed,Insufficient Balance,Web,24/03/26,11:27:56,11
TXN100364,HDFC,615.72,Success,,Android,07/01/26,18:49:56,18
TXN100365,Unknown,219.34,Success,,Unknown,21/01/26,23:20:56,23
TXN100367,ICICI,649.2,Success,,Unknown,29/01/26,06:35:56,6
TXN100369,Kotak,616.29,Success,,Android,19/01/26,09:29:56,9
TXN100371,Kotak,2308.09,Success,,Unknown,05/01/26,08:18:56,8
TXN100372,ICICI,277.06,Success,,iOS,11/01/26,16:59:56,16
TXN100373,Unknown,832.43,Failed,Network Error,Unknown,25/01/26,01:56:56,1
TXN100374,PNB,2534.2,Success,,Unknown,22/01/26,15:03:56,15
TXN100375,ICICI,2955.83,Success,,Android,11/03/26,19:33:56,19
TXN100376,HDFC,4367.88,Success,,Unknown,25/01/26,01:29:56,1
TXN100377,Unknown,365.97,Success,,Unknown,21/03/26,17:30:56,17
TXN100378,Unknown,2013.46,Success,,Unknown,20/02/26,06:23:56,6
TXN100379,HDFC,948.24,Success,,Unknown,07/03/26,14:48:56,14
TXN100380,Kotak,3807.34,Success,,Unknown,24/01/26,03:24:56,3
TXN100381,HDFC,4790.79,Success,,Unknown,21/03/26,10:33:56,10
TXN100382,Unknown,4384.49,Success,,Unknown,02/04/26,12:48:56,12
TXN100383,Kotak,4432.12,Success,,Unknown,21/01/26,18:07:56,18
TXN100384,Unknown,3101.75,Success,,Android,10/03/26,20:58:56,20
TXN100385,ICICI,2945.13,Success,,Unknown,27/02/26,07:37:56,7
TXN100386,SBI,2811.81,Success,,iOS,25/01/26,00:19:56,0
TXN100387,SBI,1356.41,success,,Unknown,15/02/26,02:38:56,2
TXN100388,SBI,3926.64,Success,,Web,20/02/26,08:17:56,8
TXN100389,Unknown,2206.59,Success,,Unknown,20/02/26,14:39:56,14
TXN100390,Yes Bank,370.47,Success,,Android,23/02/26,20:03:56,20
TXN100391,Unknown,2112.03,Failed,Insufficient Balance,iOS,16/01/26,04:05:56,4
TXN100392,Yes Bank,2055.43,Success,,Unknown,04/04/26,10:09:56,10
TXN100393,Unknown,930.54,Success,,Unknown,19/01/26,17:13:56,17
TXN100394,Unknown,4160.17,Success,,Unknown,12/03/26,03:49:56,3
TXN100396,Kotak,4015.19,Success,,Web,12/02/26,05:10:56,5
TXN100397,Kotak,2487.34,Success,,iOS,07/03/26,18:29:56,18
TXN100398,ICICI,3055.02,Success,,iOS,10/01/26,12:10:56,12
TXN100399,Yes Bank,4783.51,Success,,iOS,25/01/26,12:48:56,12
TXN100400,ICICI,1242.42,Success,,Android,06/02/26,18:02:56,18
TXN100401,HDFC,2254.2,Success,,Web,11/01/26,07:31:56,7
TXN100402,PNB,322.64,Success,,Web,10/03/26,17:18:56,17
TXN100403,Unknown,1743.24,Success,,Unknown,21/02/26,15:50:56,15
TXN100404,Unknown,2805.24,Failed,,iOS,30/12/99,00:00:00,0
TXN100405,SBI,3656.8,Success,,iOS,22/01/26,01:12:56,1
TXN100406,ICICI,2831,Success,,iOS,18/03/26,00:50:56,0
TXN100407,Unknown,579.34,Success,,iOS,06/02/26,03:32:56,3
TXN100409,ICICI,347.67,Success,,Web,10/03/26,22:15:56,22
TXN100411,PNB,2316.85,Success,,iOS,04/04/26,09:42:56,9
TXN100412,ICICI,2567.39,Success,,iOS,21/02/26,00:25:56,0
TXN100413,Unknown,1014.81,Success,,iOS,15/02/26,13:33:56,13
TXN100415,Kotak,2261.68,Success,,iOS,12/01/26,14:43:56,14
TXN100416,Unknown,335.37,Success,,Unknown,02/02/26,04:09:56,4
TXN100417,HDFC,536.31,Success,,Unknown,08/01/26,06:32:56,6
TXN100418,Unknown,4822.74,Success,,Unknown,08/01/26,05:02:56,5
